date,store_id,category,orders,gmv,stockout_minutes,avg_delivery_time,refund_rate,city,city_tier,business_district_type,store_size,opened_days,day_of_week,month,week_of_month,is_weekend,is_month_start,is_month_end,is_payday_window,is_holiday,campaign_id,promo_type,promo_depth,coupon_flag,rain_level,temperature_bin,traffic_index,event_flag,promo_flag,discount_rate,day_of_month,week_of_year,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_28,promo_last_7d_count,stockout_last_7d_mean,days_since_last_promo
2024-07-03,S001,beverages,55,970.28,26.42,39.77,0.0769,Wuhan,2,office,L,315,2,7,1,0,0,0,1,0,,,0.0,0.0,0.5336,cold,1.0708,0,0,0.0,3,27,51.0,47.0,46.0,55.42857142857143,7.3678839761301,53.92857142857143,0.0,15.497142857142858,22.0
2024-07-04,S001,beverages,74,1161.65,20.72,26.64,0.0735,Wuhan,2,office,L,315,3,7,1,0,0,0,0,0,C8366,discount,0.212,0.0,0.1608,cold,1.0694,0,1,0.212,4,27,55.0,54.0,50.0,56.57142857142857,6.39940473422188,54.107142857142854,0.0,14.655714285714286,23.0
2024-07-05,S001,beverages,47,846.47,39.44,32.41,0.0765,Wuhan,2,office,L,315,4,7,1,0,0,0,0,0,,,0.0,0.0,0.2247,cold,1.0325,0,0,0.0,5,27,74.0,52.0,44.0,59.42857142857143,8.997354108424405,54.964285714285715,1.0,16.967142857142857,0.0
2024-07-06,S001,beverages,58,1000.5,14.77,29.59,0.0679,Wuhan,2,office,L,315,5,7,1,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9049,0,0,0.0,6,27,47.0,63.0,54.0,58.714285714285715,9.844021632684603,54.67857142857143,1.0,19.18285714285714,1.0
2024-07-07,S001,beverages,57,1025.48,24.33,32.56,0.0578,Wuhan,2,office,L,315,6,7,1,1,0,0,0,0,,,0.0,0.0,0.4198,cold,1.0028,0,0,0.0,7,27,58.0,68.0,59.0,58.0,9.660917830792986,54.92857142857143,1.0,20.720000000000002,2.0
2024-07-08,S001,beverages,43,799.35,9.48,36.97,0.0635,Wuhan,2,office,L,315,0,7,2,0,0,0,0,0,,,0.0,0.0,0.3992,cold,1.0519,0,0,0.0,8,28,57.0,53.0,48.0,56.42857142857143,8.599557020706436,54.892857142857146,1.0,22.00857142857143,3.0
2024-07-09,S001,beverages,43,841.35,5.43,35.81,0.0561,Wuhan,2,office,L,315,1,7,2,0,0,0,0,0,,,0.0,0.0,0.4922,cold,1.0726,0,0,0.0,9,28,43.0,51.0,48.0,55.0,9.983319421247977,53.357142857142854,1.0,21.33857142857143,4.0
2024-07-10,S001,beverages,54,913.78,10.41,30.03,0.0639,Wuhan,2,office,L,315,2,7,2,0,0,0,0,0,,,0.0,0.0,0.2279,cold,1.1489,1,0,0.0,10,28,43.0,55.0,47.0,53.857142857142854,10.930516478016525,53.0,1.0,20.084285714285716,5.0
2024-07-11,S001,beverages,41,769.29,24.71,34.62,0.0826,Wuhan,2,office,L,315,3,7,2,0,0,0,0,0,,,0.0,0.0,0.542,cold,1.1379,0,0,0.0,11,28,54.0,74.0,54.0,53.714285714285715,10.919619738713228,53.07142857142857,1.0,17.797142857142855,6.0
2024-07-12,S001,beverages,48,825.39,12.47,38.08,0.0613,Wuhan,2,office,L,315,4,7,2,0,0,0,0,0,,,0.0,0.0,0.2221,cold,1.0287,0,0,0.0,12,28,41.0,47.0,52.0,49.0,7.1879528842826135,52.75,0.0,18.367142857142856,7.0
2024-07-13,S001,beverages,51,987.83,22.36,37.54,0.0642,Wuhan,2,office,L,315,5,7,2,1,0,0,0,0,,,0.0,0.0,0.4375,cold,0.9421,0,0,0.0,13,28,48.0,58.0,63.0,49.142857142857146,7.151423434733621,52.57142857142857,0.0,14.514285714285714,8.0
2024-07-14,S001,beverages,45,819.64,14.33,42.4,0.0624,Wuhan,2,office,L,315,6,7,2,1,0,0,0,0,,,0.0,0.0,0.4256,cold,0.8757,0,0,0.0,14,28,51.0,57.0,68.0,48.142857142857146,6.121780008803852,52.357142857142854,0.0,15.598571428571429,9.0
2024-07-15,S001,beverages,49,893.41,29.58,38.03,0.0745,Wuhan,2,office,L,315,0,7,3,0,0,0,1,0,,,0.0,0.0,0.2707,cold,1.0913,0,0,0.0,15,29,45.0,43.0,53.0,46.42857142857143,4.755948656056701,51.857142857142854,0.0,14.170000000000002,10.0
2024-07-16,S001,beverages,39,717.14,32.72,42.24,0.0916,Wuhan,2,office,L,315,1,7,3,0,0,0,1,0,,,0.0,0.0,0.5884,cold,1.0658,0,0,0.0,16,29,49.0,43.0,51.0,47.285714285714285,4.572172558506718,51.892857142857146,0.0,17.041428571428572,11.0
2024-07-17,S001,beverages,45,773.61,15.0,34.71,0.0532,Wuhan,2,office,L,315,2,7,3,0,0,0,0,0,,,0.0,0.0,0.3601,cold,1.078,0,0,0.0,17,29,39.0,54.0,55.0,46.714285714285715,5.376314900074384,51.464285714285715,0.0,20.939999999999998,12.0
2024-07-18,S001,beverages,42,776.32,22.62,33.77,0.0634,Wuhan,2,office,L,315,3,7,3,0,0,0,0,0,,,0.0,0.0,0.3846,cold,1.0556,0,0,0.0,18,29,45.0,41.0,74.0,45.42857142857143,4.314979445958865,51.42857142857143,0.0,21.595714285714283,13.0
2024-07-19,S001,beverages,59,919.39,27.79,29.94,0.0705,Wuhan,2,office,L,315,4,7,3,0,0,0,0,0,C8522,free_delivery,0.089,0.0,0.4872,cold,1.0475,0,1,0.089,19,29,42.0,48.0,47.0,45.57142857142857,4.157609203101483,51.142857142857146,0.0,21.29714285714286,14.0
2024-07-20,S001,beverages,57,951.71,5.27,26.42,0.0598,Wuhan,2,office,L,315,5,7,3,1,0,0,0,0,,,0.0,0.0,0.2914,cold,0.9994,1,0,0.0,20,29,59.0,51.0,58.0,47.142857142857146,6.593647736738019,51.67857142857143,1.0,23.485714285714288,0.0
2024-07-21,S001,beverages,84,1354.36,23.55,27.39,0.0579,Wuhan,2,office,L,315,6,7,3,1,0,0,0,0,C2578,coupon,0.252,1.0,0.3973,cold,0.9324,0,1,0.252,21,29,57.0,45.0,57.0,48.0,7.505553499465133,51.785714285714285,1.0,21.044285714285714,1.0
2024-07-22,S001,beverages,45,887.2,31.17,40.38,0.0792,Wuhan,2,office,L,315,0,7,4,0,0,0,0,0,,,0.0,0.0,0.6343,cold,1.0959,0,0,0.0,22,30,84.0,49.0,43.0,53.57142857142857,15.31727938045944,52.67857142857143,2.0,22.361428571428572,0.0
2024-07-23,S001,beverages,48,883.22,40.77,35.39,0.0705,Wuhan,2,office,L,315,1,7,4,0,0,0,0,0,,,0.0,0.0,0.5089,cold,1.0148,0,0,0.0,23,30,45.0,39.0,43.0,53.0,15.588457268119903,52.57142857142857,2.0,22.58857142857143,1.0
2024-07-24,S001,beverages,63,886.42,34.17,39.58,0.079,Wuhan,2,office,L,315,2,7,4,0,0,0,0,0,C8231,coupon,0.218,0.0,0.3714,cold,1.041,0,1,0.218,24,30,48.0,45.0,54.0,54.285714285714285,14.579829511054953,52.57142857142857,2.0,23.73857142857143,2.0
2024-07-25,S001,beverages,56,1069.53,19.11,31.43,0.0546,Wuhan,2,office,L,315,3,7,4,0,0,0,0,0,,,0.0,0.0,0.0797,cold,1.0161,0,0,0.0,25,30,63.0,42.0,41.0,56.857142857142854,14.252819269985064,53.142857142857146,3.0,26.47714285714286,0.0
2024-07-26,S001,beverages,41,737.48,16.7,39.21,0.0711,Wuhan,2,office,L,315,4,7,4,0,0,0,0,0,,,0.0,0.0,0.4127,cold,1.0383,0,0,0.0,26,30,56.0,59.0,48.0,58.857142857142854,12.720437249148489,53.214285714285715,3.0,25.975714285714282,1.0
2024-07-27,S001,beverages,47,832.12,20.54,36.19,0.0956,Wuhan,2,office,L,315,5,7,4,1,0,0,0,0,,,0.0,0.0,0.3557,cold,0.9936,0,0,0.0,27,30,41.0,57.0,51.0,56.285714285714285,14.395766573479012,52.82142857142857,2.0,24.391428571428573,2.0
2024-07-28,S001,beverages,50,918.04,34.57,38.76,0.0953,Wuhan,2,office,L,315,6,7,4,1,0,0,1,0,,,0.0,0.0,0.5676,cold,0.9581,0,0,0.0,28,30,47.0,84.0,45.0,54.857142857142854,14.803474495633028,52.25,2.0,26.572857142857146,3.0
2024-07-29,S001,beverages,44,804.35,16.86,37.52,0.0639,Wuhan,2,office,L,315,0,7,5,0,0,0,1,0,,,0.0,0.0,0.4345,cold,1.0206,0,0,0.0,29,31,50.0,45.0,49.0,50.0,7.348469228349546,51.607142857142854,1.0,28.14714285714286,4.0
2024-07-30,S001,beverages,43,819.43,38.89,36.24,0.0771,Wuhan,2,office,L,315,1,7,5,0,0,0,1,0,,,0.0,0.0,0.3253,cold,1.0853,0,0,0.0,30,31,44.0,48.0,39.0,49.857142857142854,7.470577207252728,51.285714285714285,1.0,26.102857142857143,5.0
2024-07-31,S001,beverages,43,725.48,16.56,36.46,0.077,Wuhan,2,office,L,315,2,7,5,0,0,1,1,0,,,0.0,0.0,0.4707,cold,1.0929,0,0,0.0,31,31,43.0,63.0,45.0,49.142857142857146,7.904188160474838,51.0,1.0,25.83428571428571,6.0
2024-08-01,S001,beverages,60,1134.74,15.78,32.35,0.0675,Wuhan,2,office,L,315,3,8,1,0,1,0,1,0,,,0.0,0.0,0.3391,mild,1.0707,0,0,0.0,1,31,43.0,56.0,42.0,46.285714285714285,5.21901286050295,50.57142857142857,0.0,23.318571428571428,7.0
2024-08-02,S001,beverages,58,1077.77,32.1,27.6,0.0694,Wuhan,2,office,L,315,4,8,1,0,0,0,1,0,,,0.0,0.0,0.7637,mild,1.0107,0,0,0.0,2,31,60.0,41.0,59.0,46.857142857142854,6.517376042257379,50.07142857142857,0.0,22.842857142857145,8.0
2024-08-03,S001,beverages,70,1301.05,35.76,44.24,0.0865,Wuhan,2,office,L,315,5,8,1,1,0,0,1,0,C3245,discount,0.05,0.0,0.9986,mild,0.9391,0,1,0.05,3,31,58.0,47.0,57.0,49.285714285714285,7.111359122659235,50.464285714285715,0.0,25.042857142857144,9.0
2024-08-04,S001,beverages,57,1082.79,26.02,31.21,0.0638,Wuhan,2,office,L,315,6,8,1,1,0,0,0,0,,,0.0,0.0,0.3976,mild,0.8392,0,0,0.0,4,31,70.0,50.0,84.0,52.57142857142857,10.422046229941989,50.892857142857146,1.0,27.217142857142857,0.0
2024-08-05,S001,beverages,38,638.46,28.05,31.52,0.0743,Wuhan,2,office,L,315,0,8,1,0,0,0,0,0,,,0.0,0.0,0.6568,mild,1.0335,0,0,0.0,5,32,57.0,44.0,45.0,53.57142857142857,10.46991153826278,50.892857142857146,1.0,25.995714285714282,1.0
2024-08-06,S001,beverages,42,817.36,33.01,39.2,0.0738,Wuhan,2,office,L,315,1,8,1,0,0,0,0,0,,,0.0,0.0,0.6859,mild,1.0,0,0,0.0,6,32,38.0,43.0,48.0,52.714285714285715,11.571722512433587,50.714285714285715,1.0,27.594285714285714,2.0
2024-08-07,S001,beverages,64,1137.16,31.43,42.78,0.0851,Wuhan,2,office,L,315,2,8,1,0,0,0,0,0,C2586,discount,0.154,0.0,0.4872,mild,1.0399,0,1,0.154,7,32,42.0,43.0,63.0,52.57142857142857,11.716898663286061,50.67857142857143,1.0,26.75428571428571,3.0
2024-08-08,S001,beverages,57,1059.76,33.55,42.91,0.0728,Wuhan,2,office,L,315,3,8,2,0,0,0,0,0,,,0.0,0.0,0.3093,mild,1.0786,0,0,0.0,8,32,64.0,60.0,56.0,55.57142857142857,11.544943234408514,51.035714285714285,2.0,28.87857142857143,0.0
2024-08-09,S001,beverages,46,838.27,42.48,38.3,0.0798,Wuhan,2,office,L,315,4,8,2,0,0,0,0,0,,,0.0,0.0,0.6442,mild,1.078,0,0,0.0,9,32,57.0,58.0,41.0,55.142857142857146,11.408017231002843,51.607142857142854,2.0,31.41714285714286,1.0
2024-08-10,S001,beverages,49,946.98,21.6,37.5,0.0687,Wuhan,2,office,L,315,5,8,2,1,0,0,0,0,,,0.0,0.0,0.2936,mild,0.9697,0,0,0.0,10,32,46.0,70.0,47.0,53.42857142857143,11.801936887041668,51.535714285714285,2.0,32.9,2.0
2024-08-11,S001,beverages,51,938.15,24.38,33.31,0.0713,Wuhan,2,office,L,315,6,8,2,1,0,0,0,0,,,0.0,0.0,0.5325,mild,0.9919,0,0,0.0,11,32,49.0,57.0,50.0,50.42857142857143,9.289010404005074,51.464285714285715,1.0,30.877142857142854,3.0
2024-08-12,S001,beverages,47,862.15,32.24,41.04,0.0636,Wuhan,2,office,L,315,0,8,2,0,0,0,0,0,,,0.0,0.0,0.8142,mild,1.1278,0,0,0.0,12,33,51.0,38.0,44.0,49.57142857142857,8.847921466972593,51.67857142857143,1.0,30.642857142857142,4.0
2024-08-13,S001,beverages,74,1231.59,46.11,34.36,0.0783,Wuhan,2,office,L,315,1,8,2,0,0,0,0,0,C2648,discount,0.234,1.0,0.403,mild,0.9825,0,1,0.234,13,33,47.0,42.0,43.0,50.857142857142854,7.425823667638317,51.607142857142854,1.0,31.24142857142857,5.0
2024-08-14,S001,beverages,64,1029.2,24.76,35.16,0.0719,Wuhan,2,office,L,315,2,8,2,0,0,0,0,0,C9509,bundle,0.121,0.0,0.6081,mild,1.0402,0,1,0.121,14,33,74.0,64.0,43.0,55.42857142857143,10.341778423094436,52.857142857142854,2.0,33.112857142857145,0.0
2024-08-15,S001,beverages,55,963.89,19.43,39.34,0.08,Wuhan,2,office,L,315,3,8,3,0,0,0,1,0,,,0.0,0.0,0.4414,mild,1.053,0,0,0.0,15,33,64.0,57.0,60.0,55.42857142857143,10.341778423094436,53.535714285714285,2.0,32.160000000000004,0.0
2024-08-16,S001,beverages,49,831.71,26.02,36.57,0.0641,Wuhan,2,office,L,315,4,8,3,0,0,0,1,0,,,0.0,0.0,0.4045,mild,1.0656,0,0,0.0,16,33,55.0,46.0,58.0,55.142857142857146,10.318730080595728,54.0,2.0,30.142857142857142,1.0
2024-08-17,S001,beverages,51,831.15,30.31,44.21,0.0796,Wuhan,2,office,L,315,5,8,3,1,0,0,0,0,,,0.0,0.0,0.6513,mild,0.9999,0,0,0.0,17,33,49.0,49.0,70.0,55.57142857142857,9.930712341974685,53.642857142857146,2.0,27.791428571428572,2.0
2024-08-18,S001,beverages,52,875.42,27.97,38.59,0.0747,Wuhan,2,office,L,315,6,8,3,1,0,0,0,0,,,0.0,0.0,0.6231,mild,0.8565,0,0,0.0,18,33,51.0,51.0,57.0,55.857142857142854,9.737018219636056,53.42857142857143,2.0,29.035714285714285,3.0
2024-08-19,S001,beverages,46,782.35,33.13,38.58,0.0789,Wuhan,2,office,L,315,0,8,3,0,0,0,0,0,,,0.0,0.0,0.7674,mild,1.008,0,0,0.0,19,34,52.0,47.0,38.0,56.0,9.660917830792997,52.285714285714285,2.0,29.548571428571428,4.0
2024-08-20,S001,beverages,45,790.5,29.97,35.9,0.0708,Wuhan,2,office,L,315,1,8,3,0,0,0,0,0,,,0.0,0.0,0.6992,mild,1.1288,0,0,0.0,20,34,46.0,74.0,42.0,55.857142857142854,9.822229404579755,52.32142857142857,2.0,29.67571428571429,5.0
2024-08-21,S001,beverages,50,873.7,26.81,38.51,0.0776,Wuhan,2,office,L,315,2,8,3,0,0,0,0,0,,,0.0,0.0,0.5307,mild,1.0679,0,0,0.0,21,34,45.0,64.0,64.0,51.714285714285715,6.4216894379980385,52.214285714285715,1.0,27.369999999999997,6.0
2024-08-22,S001,beverages,70,1027.76,17.2,36.41,0.0551,Wuhan,2,office,L,315,3,8,4,0,0,0,0,0,C4104,bundle,0.169,0.0,0.627,mild,1.112,0,1,0.169,22,34,50.0,55.0,57.0,49.714285714285715,3.4503277967117882,51.75,0.0,27.662857142857142,7.0
2024-08-23,S001,beverages,39,616.86,32.74,35.55,0.0809,Wuhan,2,office,L,315,4,8,4,0,0,0,0,0,,,0.0,0.0,0.6846,mild,1.0878,0,0,0.0,23,34,70.0,49.0,46.0,51.857142857142854,8.395009855633928,52.25,1.0,27.344285714285714,0.0
2024-08-24,S001,beverages,42,738.81,32.94,47.44,0.0713,Wuhan,2,office,L,315,5,8,4,1,0,0,0,0,,,0.0,0.0,0.8222,mild,0.956,0,0,0.0,24,34,39.0,51.0,49.0,50.42857142857143,9.710083124552254,52.17857142857143,1.0,28.304285714285715,1.0
2024-08-25,S001,beverages,46,824.39,34.7,38.45,0.0759,Wuhan,2,office,L,315,6,8,4,1,0,0,0,0,,,0.0,0.0,0.714,mild,0.9651,0,0,0.0,25,34,42.0,52.0,51.0,49.142857142857146,10.205040771249138,52.0,1.0,28.68,2.0
2024-08-26,S001,beverages,41,667.32,32.05,,0.0857,Wuhan,2,office,L,315,0,8,4,0,0,0,0,0,,,0.0,0.0,0.5736,mild,1.119,0,0,0.0,26,35,46.0,46.0,47.0,48.285714285714285,10.177004891982147,51.857142857142854,1.0,29.641428571428573,3.0
2024-08-27,S001,beverages,46,786.98,38.24,35.04,0.0718,Wuhan,2,office,L,315,1,8,4,0,0,0,0,0,,,0.0,0.0,0.5109,mild,1.0772,0,0,0.0,27,35,41.0,45.0,74.0,47.57142857142857,10.53339361043633,51.75,1.0,29.48714285714286,4.0
2024-08-28,S001,beverages,47,812.92,42.52,37.06,0.0742,Wuhan,2,office,L,315,2,8,4,0,0,0,1,0,,,0.0,0.0,0.5996,mild,1.1084,0,0,0.0,28,35,46.0,50.0,64.0,47.714285714285715,10.49943309127189,51.857142857142854,1.0,30.668571428571425,5.0
2024-08-29,S001,beverages,45,848.85,29.01,34.98,0.0631,Wuhan,2,office,L,315,3,8,5,0,0,0,1,0,,,0.0,0.0,0.732,mild,0.9493,0,0,0.0,29,35,47.0,70.0,55.0,47.285714285714285,10.451702982676803,52.0,1.0,32.91285714285714,6.0
2024-08-30,S001,beverages,42,717.66,36.49,44.26,0.062,Wuhan,2,office,L,315,4,8,5,0,0,0,1,0,,,0.0,0.0,0.7795,mild,1.0886,0,0,0.0,30,35,45.0,39.0,49.0,43.714285714285715,3.0394235042347852,51.464285714285715,0.0,34.6,7.0
2024-08-31,S001,beverages,55,934.78,16.89,43.46,0.0589,Wuhan,2,office,L,315,5,8,5,1,0,1,1,0,,,0.0,0.0,0.6884,mild,0.9434,0,0,0.0,31,35,42.0,42.0,51.0,44.142857142857146,2.4102953780654075,50.892857142857146,0.0,35.135714285714286,8.0
2024-09-01,S001,beverages,62,1111.29,34.98,32.51,0.0741,Wuhan,2,office,L,315,6,9,1,1,1,0,1,0,,,0.0,0.0,0.6971,mild,0.8995,0,0,0.0,1,35,55.0,46.0,52.0,46.0,4.546060565661932,50.357142857142854,0.0,32.84285714285714,9.0
2024-09-02,S001,beverages,40,676.54,35.61,41.29,0.0711,Wuhan,2,office,L,315,0,9,1,0,0,0,1,0,,,0.0,0.0,0.5462,mild,1.1303,0,0,0.0,2,36,62.0,41.0,46.0,48.285714285714285,7.565586245499766,50.535714285714285,0.0,32.88285714285714,10.0
2024-09-03,S001,beverages,45,729.9,32.89,28.85,0.0651,Wuhan,2,office,L,315,1,9,1,0,0,0,1,0,,,0.0,0.0,0.7886,mild,1.0495,0,0,0.0,3,36,40.0,46.0,45.0,48.142857142857146,7.733661733585444,50.607142857142854,0.0,33.39142857142857,11.0
2024-09-04,S001,beverages,36,671.62,50.47,47.57,0.0983,Wuhan,2,office,L,315,2,9,1,0,0,0,0,0,,,0.0,0.0,0.9249,mild,0.9831,0,0,0.0,4,36,45.0,47.0,50.0,48.0,7.788880963698614,50.714285714285715,0.0,32.62714285714286,12.0
2024-09-05,S001,beverages,43,714.66,31.56,41.89,0.0712,Wuhan,2,office,L,315,3,9,1,0,0,0,0,0,,,0.0,0.0,0.7539,mild,1.0792,0,0,0.0,5,36,36.0,45.0,70.0,46.42857142857143,9.034326074425667,49.714285714285715,0.0,33.76285714285714,13.0
2024-09-06,S001,beverages,44,911.0,28.79,33.13,0.0816,Wuhan,2,office,L,315,4,9,1,0,0,0,0,0,,,0.0,0.0,0.4402,mild,1.038,0,0,0.0,6,36,43.0,42.0,39.0,46.142857142857146,9.118270512704532,49.214285714285715,0.0,34.12714285714286,14.0
2024-09-07,S001,beverages,71,1231.29,33.69,38.91,0.1086,Wuhan,2,office,L,315,5,9,1,1,0,0,0,0,C1844,coupon,0.115,0.0,0.6391,mild,0.9888,0,1,0.115,7,36,44.0,55.0,42.0,46.42857142857143,8.997354108424366,49.142857142857146,0.0,33.027142857142856,15.0
2024-09-08,S001,beverages,70,1158.79,29.07,35.6,0.0724,Wuhan,2,office,L,315,6,9,2,1,0,0,0,0,C1464,bundle,0.171,0.0,0.8395,mild,0.9563,0,1,0.171,8,36,71.0,62.0,46.0,48.714285714285715,12.776466461353674,49.92857142857143,1.0,35.42714285714286,0.0
2024-09-09,S001,beverages,43,828.13,45.21,47.6,0.0768,Wuhan,2,office,L,315,0,9,2,0,0,0,0,0,,,0.0,0.0,0.7684,mild,1.1016,0,0,0.0,9,37,70.0,40.0,41.0,49.857142857142854,14.41560001559158,50.607142857142854,2.0,34.582857142857144,0.0
2024-09-10,S001,beverages,37,660.34,34.2,45.16,0.103,Wuhan,2,office,L,315,1,9,2,0,0,0,0,0,,,0.0,0.0,0.8775,mild,1.0099,0,0,0.0,10,37,43.0,45.0,46.0,50.285714285714285,14.115172518892408,50.464285714285715,2.0,35.95428571428572,1.0
2024-09-11,S001,beverages,41,694.26,30.07,40.6,0.0606,Wuhan,2,office,L,315,2,9,2,0,0,0,0,0,,,0.0,0.0,0.8741,mild,1.0872,0,0,0.0,11,37,37.0,36.0,47.0,49.142857142857146,14.915635771772875,49.142857142857146,2.0,36.14142857142857,2.0
2024-09-12,S001,beverages,46,841.72,35.13,38.31,0.0822,Wuhan,2,office,L,315,3,9,2,0,0,0,0,0,,,0.0,0.0,0.7184,mild,1.1296,0,0,0.0,12,37,41.0,43.0,45.0,49.857142857142854,14.287856982166966,48.32142857142857,2.0,33.22714285714286,3.0
2024-09-13,S001,beverages,41,741.56,45.56,33.79,0.0889,Wuhan,2,office,L,315,4,9,2,0,0,0,0,0,,,0.0,0.0,0.8953,mild,1.0938,0,0,0.0,13,37,46.0,44.0,42.0,50.285714285714285,14.09153748075166,48.0,2.0,33.73714285714286,4.0
2024-09-14,S001,beverages,73,1165.41,34.28,33.6,0.0715,Wuhan,2,office,L,315,5,9,2,1,0,0,0,0,C3141,bundle,0.254,0.0,0.7691,mild,0.9239,0,1,0.254,14,37,41.0,71.0,55.0,49.857142857142854,14.357675896288276,47.714285714285715,2.0,36.13285714285714,5.0
2024-09-15,S001,beverages,56,1061.54,46.66,48.03,0.0837,Wuhan,2,office,L,315,6,9,3,1,0,0,1,1,,,0.0,0.0,1.0,mild,1.0669,0,0,0.0,15,37,73.0,70.0,62.0,50.142857142857146,14.859660958767668,48.5,2.0,36.21714285714286,0.0
2024-09-16,S001,beverages,49,938.84,58.43,40.57,0.0866,Wuhan,2,office,L,315,0,9,3,0,0,0,1,1,,,0.0,0.0,1.0,mild,1.183,0,0,0.0,16,38,56.0,43.0,40.0,48.142857142857146,12.495713550768409,48.642857142857146,1.0,38.730000000000004,1.0
2024-09-17,S001,beverages,54,1018.37,26.46,37.21,0.0776,Wuhan,2,office,L,315,1,9,3,0,0,0,0,1,,,0.0,0.0,0.81,mild,1.131,0,0,0.0,17,38,49.0,37.0,45.0,49.0,12.288205727444513,48.75,1.0,40.61857142857143,2.0
2024-09-18,S001,beverages,41,723.6,32.77,30.86,0.078,Wuhan,2,office,L,315,2,9,3,0,0,0,0,0,,,0.0,0.0,0.779,mild,1.0465,0,0,0.0,18,38,54.0,41.0,36.0,51.42857142857143,11.14835029435811,49.07142857142857,1.0,39.51285714285715,3.0
2024-09-19,S001,beverages,58,897.92,43.31,45.18,0.087,Wuhan,2,office,L,315,3,9,3,0,0,0,0,0,C8712,discount,0.304,0.0,1.0,mild,1.082,0,1,0.304,19,38,41.0,46.0,43.0,51.42857142857143,11.14835029435811,48.75,1.0,39.89857142857143,4.0
2024-09-20,S001,beverages,36,625.61,39.48,44.98,0.0865,Wuhan,2,office,L,315,4,9,3,0,0,0,0,0,,,0.0,0.0,0.9999,mild,1.0888,0,0,0.0,20,38,58.0,41.0,44.0,53.142857142857146,11.09697513482199,48.32142857142857,2.0,41.06714285714286,0.0
2024-09-21,S001,beverages,45,670.61,30.19,42.09,0.0684,Wuhan,2,office,L,315,5,9,3,1,0,0,0,0,,,0.0,0.0,0.9926,mild,0.9554,0,0,0.0,21,38,36.0,73.0,71.0,52.42857142857143,12.122391717494585,48.214285714285715,2.0,40.19857142857143,1.0
2024-09-22,S001,beverages,42,802.4,38.64,41.9,0.0935,Wuhan,2,office,L,315,6,9,4,1,0,0,0,0,,,0.0,0.0,1.0,mild,0.9565,0,0,0.0,22,38,45.0,56.0,70.0,48.42857142857143,8.182443458550818,48.32142857142857,1.0,39.614285714285714,2.0
2024-09-23,S001,beverages,32,550.81,42.63,43.82,0.0859,Wuhan,2,office,L,315,0,9,4,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0509,0,0,0.0,23,39,42.0,49.0,43.0,46.42857142857143,7.7213371652225895,48.17857142857143,1.0,38.46857142857142,3.0
2024-09-24,S001,beverages,44,747.97,42.21,40.05,0.0885,Wuhan,2,office,L,315,1,9,4,0,0,0,0,0,,,0.0,0.0,0.9608,mild,1.0456,0,0,0.0,24,39,32.0,54.0,37.0,44.0,9.291573243177561,47.857142857142854,1.0,36.21142857142857,4.0
2024-09-25,S001,beverages,55,932.61,38.6,41.85,0.0902,Wuhan,2,office,L,315,2,9,4,0,0,0,0,0,C9527,discount,0.136,0.0,0.828,mild,1.0503,0,1,0.136,25,39,44.0,41.0,41.0,42.57142857142857,8.202786982831753,47.785714285714285,1.0,38.46142857142858,5.0
2024-09-26,S001,beverages,40,691.78,28.69,46.44,0.096,Wuhan,2,office,L,315,3,9,4,0,0,0,0,0,,,0.0,0.0,0.7797,mild,1.0806,0,0,0.0,26,39,55.0,58.0,46.0,44.57142857142857,9.37829307242959,48.07142857142857,2.0,39.294285714285714,0.0
2024-09-27,S001,beverages,40,673.99,46.13,35.17,0.1033,Wuhan,2,office,L,315,4,9,4,0,0,0,0,0,,,0.0,0.0,1.0,mild,0.966,0,0,0.0,27,39,40.0,36.0,41.0,42.0,7.325753658611952,47.892857142857146,1.0,37.205714285714286,1.0
2024-09-28,S001,beverages,76,1094.36,41.68,42.52,0.0709,Wuhan,2,office,L,315,5,9,4,1,0,0,1,0,C1936,coupon,0.162,0.0,0.8067,mild,0.9681,0,1,0.162,28,39,40.0,45.0,73.0,42.57142857142857,6.924765768773752,47.82142857142857,1.0,38.15571428571428,2.0
2024-09-29,S001,beverages,49,807.93,44.24,38.17,0.0859,Wuhan,2,office,L,315,6,9,5,1,0,0,1,0,,,0.0,0.0,0.8774,mild,0.9459,1,0,0.0,29,39,76.0,42.0,56.0,47.0,14.502873278538061,48.57142857142857,2.0,39.79714285714285,0.0
2024-09-30,S001,beverages,44,787.8,46.73,37.79,0.0765,Wuhan,2,office,L,315,0,9,5,0,0,1,1,0,,,0.0,0.0,1.0,mild,1.0692,0,0,0.0,30,40,49.0,32.0,49.0,48.0,14.341083176199303,48.107142857142854,2.0,40.597142857142856,1.0
2024-10-01,S001,beverages,46,825.08,36.24,50.51,0.1001,Wuhan,2,office,L,315,1,10,1,0,1,0,1,1,,,0.0,0.0,1.0,mild,1.1967,0,0,0.0,1,40,44.0,44.0,54.0,49.714285714285715,12.7372718915039,48.25,2.0,41.182857142857145,2.0
2024-10-02,S001,beverages,52,895.68,44.98,46.24,0.0968,Wuhan,2,office,L,315,2,10,1,0,0,0,1,1,,,0.0,0.0,1.0,mild,1.1517,0,0,0.0,2,40,46.0,55.0,41.0,50.0,12.609520212918497,48.285714285714285,2.0,40.33,3.0
