date,store_id,category,orders,gmv,stockout_minutes,avg_delivery_time,refund_rate
2024-04-06,S021,snacks,79,1009.03,25.84,36.8,0.0859
2024-04-07,S021,snacks,62,943.74,17.8,39.93,0.0671
2024-04-08,S021,snacks,52,794.67,25.51,34.15,0.0865
2024-04-09,S021,snacks,49,722.75,28.28,38.64,0.076
2024-04-10,S021,snacks,80,1167.28,8.11,32.42,0.0609
2024-04-11,S021,snacks,52,834.99,31.12,27.34,0.0605
2024-04-12,S021,snacks,52,765.14,19.1,29.72,0.0663
2024-04-13,S021,snacks,58,921.4,28.54,36.76,0.0742
2024-04-14,S021,snacks,46,731.93,21.96,37.24,0.0752
2024-04-15,S021,snacks,50,829.26,13.01,35.56,0.071
2024-04-16,S021,snacks,56,825.84,18.62,32.1,0.0703
2024-04-17,S021,snacks,85,1153.58,6.89,27.6,0.0539
2024-04-18,S021,snacks,54,802.27,23.79,35.14,0.0647
2024-04-19,S021,snacks,50,768.37,28.47,34.59,0.0692
2024-04-20,S021,snacks,52,777.75,18.66,39.01,0.0706
2024-04-21,S021,snacks,54,795.09,20.74,31.82,0.0792
2024-04-22,S021,snacks,46,696.68,32.97,37.18,0.0964
2024-04-23,S021,snacks,55,847.91,13.13,31.56,0.053
2024-04-24,S021,snacks,51,782.23,3.19,28.18,0.0631
2024-04-25,S021,snacks,84,1081.58,21.5,31.04,0.0851
2024-04-26,S021,snacks,50,757.3,29.57,28.47,0.0772
2024-04-27,S021,snacks,59,908.01,14.13,21.61,0.0592
2024-04-28,S021,snacks,68,1041.41,16.55,30.23,0.0688
2024-04-29,S021,snacks,52,816.51,22.31,29.08,0.0707
2024-04-30,S021,snacks,57,904.43,22.97,35.74,0.0755
2024-05-01,S021,snacks,73,1214.18,12.81,29.82,0.0629
2024-05-02,S021,snacks,70,1099.31,15.62,26.69,0.0562
2024-05-03,S021,snacks,76,1161.33,11.05,30.24,0.057
2024-05-04,S021,snacks,53,856.94,13.84,39.86,0.0686
2024-05-05,S021,snacks,66,988.21,4.22,23.36,0.0578
2024-05-06,S021,snacks,51,733.03,30.95,32.48,0.0676
2024-05-07,S021,snacks,49,779.96,17.04,,0.0585
2024-05-08,S021,snacks,54,817.19,23.16,32.89,0.0781
2024-05-09,S021,snacks,73,963.95,21.3,36.15,0.073
2024-05-10,S021,snacks,51,752.22,20.17,37.38,0.0651
2024-05-11,S021,snacks,103,1269.51,12.56,24.14,0.0404
2024-05-12,S021,snacks,59,951.85,3.08,26.43,0.0535
2024-05-13,S021,snacks,57,842.98,28.41,26.97,0.076
2024-05-14,S021,snacks,60,958.57,21.47,30.87,0.0529
2024-05-15,S021,snacks,54,859.4,14.9,28.61,0.0556
2024-05-16,S021,snacks,51,721.04,15.57,40.04,0.0677
2024-05-17,S021,snacks,57,933.58,21.04,31.15,0.0722
2024-05-18,S021,snacks,65,1058.77,23.81,20.36,0.0675
2024-05-19,S021,snacks,54,831.24,8.98,33.45,0.0598
2024-05-20,S021,snacks,51,690.35,24.33,34.15,0.0757
2024-05-21,S021,snacks,73,1099.14,32.43,32.53,0.0554
2024-05-22,S021,snacks,70,917.64,33.66,37.87,0.0838
2024-05-23,S021,snacks,49,755.24,16.72,25.16,0.0602
2024-05-24,S021,snacks,53,855.57,2.61,31.76,0.049
2024-05-25,S021,snacks,55,957.12,34.56,32.43,0.0765
2024-05-26,S021,snacks,62,989.29,10.73,33.78,0.0732
2024-05-27,S021,snacks,55,749.48,16.93,31.36,0.0782
2024-05-28,S021,snacks,55,752.42,17.33,32.98,0.0653
2024-05-29,S021,snacks,59,921.66,20.94,24.31,0.0596
2024-05-30,S021,snacks,56,772.28,12.71,33.27,0.0621
2024-05-31,S021,snacks,76,858.82,21.07,32.29,0.0532
2024-06-01,S021,snacks,69,1013.81,7.29,29.19,0.0494
2024-06-02,S021,snacks,86,1181.11,22.77,32.01,0.0738
2024-06-03,S021,snacks,55,854.58,3.1,31.22,0.0516
2024-06-04,S021,snacks,55,806.51,20.36,32.43,0.0719
2024-06-05,S021,snacks,48,619.81,23.54,20.86,0.0629
2024-06-06,S021,snacks,51,737.62,16.32,34.54,0.0805
2024-06-07,S021,snacks,43,648.21,4.41,34.88,0.0581
2024-06-08,S021,snacks,75,973.85,8.74,31.94,0.0784
2024-06-09,S021,snacks,62,918.12,9.58,33.01,0.0599
2024-06-10,S021,snacks,82,1069.62,23.78,29.57,0.0622
2024-06-11,S021,snacks,51,842.98,14.07,31.99,0.0655
2024-06-12,S021,snacks,52,744.7,13.42,31.67,0.0508
2024-06-13,S021,snacks,73,906.66,20.46,28.45,0.0672
2024-06-14,S021,snacks,55,818.56,16.12,31.2,0.0704
2024-06-15,S021,snacks,57,882.33,21.2,33.68,0.0777
2024-06-16,S021,snacks,66,889.05,4.97,33.45,0.0467
2024-06-17,S021,snacks,55,810.61,14.49,27.35,0.0557
2024-06-18,S021,snacks,44,624.32,24.76,28.73,0.0754
2024-06-19,S021,snacks,45,663.71,6.1,30.61,0.057
2024-06-20,S021,snacks,49,674.56,16.05,34.05,0.0877
2024-06-21,S021,snacks,52,755.41,21.12,26.03,0.0663
2024-06-22,S021,snacks,83,1321.11,0.0,33.59,0.0628
2024-06-23,S021,snacks,51,746.64,25.81,28.58,0.069
2024-06-24,S021,snacks,45,683.21,24.62,43.44,0.069
2024-06-25,S021,snacks,44,642.36,17.06,35.38,0.0801
2024-06-26,S021,snacks,51,787.08,7.25,27.86,0.0487
2024-06-27,S021,snacks,50,697.7,4.06,35.02,0.0653
2024-06-28,S021,snacks,54,823.35,4.98,23.42,0.049
2024-06-29,S021,snacks,63,963.16,1.47,32.33,0.057
2024-06-30,S021,snacks,62,989.35,9.02,37.34,0.069
2024-07-01,S021,snacks,63,864.85,7.04,25.56,0.0491
2024-07-02,S021,snacks,54,843.15,28.83,25.03,0.0491
2024-07-03,S021,snacks,52,766.02,11.29,31.74,0.0575
2024-07-04,S021,snacks,52,814.17,14.4,27.78,0.0464
2024-07-05,S021,snacks,51,688.53,18.75,33.44,0.0789
2024-07-06,S021,snacks,58,899.18,17.48,32.11,0.0648
2024-07-07,S021,snacks,53,792.76,29.15,31.43,0.0712
2024-07-08,S021,snacks,50,628.97,10.91,33.81,0.0716
2024-07-09,S021,snacks,51,720.43,11.93,29.91,0.0473
2024-07-10,S021,snacks,54,752.04,18.78,32.01,0.0651
2024-07-11,S021,snacks,55,795.59,17.15,22.49,0.0429
2024-07-12,S021,snacks,48,691.83,24.64,37.15,0.0782
2024-07-13,S021,snacks,51,733.92,44.9,36.56,0.0788
2024-07-14,S021,snacks,52,895.69,21.86,27.07,0.0516
2024-07-15,S021,snacks,55,884.99,16.28,28.66,0.044
2024-07-16,S021,snacks,48,766.48,44.85,27.61,0.0749
2024-07-17,S021,snacks,50,680.35,7.37,34.33,0.0519
2024-07-18,S021,snacks,46,767.94,7.2,26.32,0.0479
2024-07-19,S021,snacks,47,733.28,21.4,36.86,0.0749
2024-07-20,S021,snacks,77,1009.99,15.26,31.88,0.062
2024-07-21,S021,snacks,55,798.93,23.92,31.03,0.0691
2024-07-22,S021,snacks,51,794.24,7.84,33.53,0.0536
2024-07-23,S021,snacks,49,780.85,19.31,29.66,0.0541
2024-07-24,S021,snacks,49,679.26,17.62,39.9,0.0676
2024-07-25,S021,snacks,54,739.12,8.62,30.74,0.0435
2024-07-26,S021,snacks,75,930.67,22.69,29.64,0.0665
2024-07-27,S021,snacks,50,728.96,23.83,30.48,0.0689
2024-07-28,S021,snacks,60,969.19,21.89,29.34,0.0478
2024-07-29,S021,snacks,56,841.6,25.95,27.68,0.055
2024-07-30,S021,snacks,41,594.67,27.39,30.42,0.0911
2024-07-31,S021,snacks,59,837.06,20.74,30.99,0.0672
2024-08-01,S021,snacks,39,598.62,21.52,31.74,0.0818
2024-08-02,S021,snacks,47,722.37,8.43,40.56,0.0836
2024-08-03,S021,snacks,58,848.38,14.34,27.95,0.0634
2024-08-04,S021,snacks,67,880.48,3.32,27.93,0.0714
2024-08-05,S021,snacks,47,703.57,23.31,32.97,0.0738
2024-08-06,S021,snacks,59,829.13,16.13,40.45,0.0874
2024-08-07,S021,snacks,50,799.38,20.09,31.14,0.0612
2024-08-08,S021,snacks,43,623.27,32.04,42.04,0.0763
2024-08-09,S021,snacks,55,899.67,17.59,31.92,0.0728
2024-08-10,S021,snacks,48,774.67,30.61,35.44,0.0833
2024-08-11,S021,snacks,59,972.7,9.65,32.39,0.0581
2024-08-12,S021,snacks,51,731.71,3.42,24.75,0.0341
2024-08-13,S021,snacks,66,928.9,18.8,32.31,0.0656
2024-08-14,S021,snacks,43,644.28,13.63,34.0,0.089
2024-08-15,S021,snacks,56,872.1,19.33,29.54,0.0933
2024-08-16,S021,snacks,50,704.52,0.88,27.95,0.0522
2024-08-17,S021,snacks,54,769.78,13.7,28.1,0.0599
2024-08-18,S021,snacks,55,755.31,11.77,29.53,0.0566
2024-08-19,S021,snacks,43,672.22,15.1,34.08,0.0623
2024-08-20,S021,snacks,41,630.56,21.41,37.94,0.06
2024-08-21,S021,snacks,47,681.33,12.73,26.12,0.0487
2024-08-22,S021,snacks,68,863.12,26.83,30.49,0.0765
2024-08-23,S021,snacks,42,636.39,9.28,38.01,0.0726
2024-08-24,S021,snacks,51,753.87,12.91,42.6,0.0608
2024-08-25,S021,snacks,69,1006.94,13.51,30.3,0.0676
2024-08-26,S021,snacks,54,718.1,15.82,24.42,0.0534
2024-08-27,S021,snacks,41,588.88,34.73,34.12,0.0703
2024-08-28,S021,snacks,55,809.69,29.94,37.38,0.0768
2024-08-29,S021,snacks,71,990.63,27.2,30.07,0.0652
2024-08-30,S021,snacks,39,554.74,30.71,37.78,0.0831
2024-08-31,S021,snacks,59,828.48,23.34,27.67,0.0674
2024-09-01,S021,snacks,56,890.23,11.08,30.68,0.0597
2024-09-02,S021,snacks,43,674.98,32.41,41.99,0.0702
2024-09-03,S021,snacks,58,835.37,42.97,34.95,0.0858
2024-09-04,S021,snacks,40,598.0,34.33,39.02,0.0805
2024-09-05,S021,snacks,40,613.69,18.99,32.76,0.075
2024-09-06,S021,snacks,35,535.54,33.33,36.26,0.0675
2024-09-07,S021,snacks,47,750.51,2.51,30.83,0.0548
2024-09-08,S021,snacks,50,734.39,26.62,36.41,0.0778
2024-09-09,S021,snacks,40,598.02,13.09,26.78,0.0535
2024-09-10,S021,snacks,41,672.14,35.71,31.24,0.0836
2024-09-11,S021,snacks,48,737.85,19.02,33.65,0.0633
2024-09-12,S021,snacks,44,604.29,28.92,35.69,0.0802
2024-09-13,S021,snacks,48,699.82,26.03,32.15,0.0619
2024-09-14,S021,snacks,41,662.29,42.36,32.02,0.0711
2024-09-15,S021,snacks,72,1139.89,40.81,40.36,0.0835
2024-09-16,S021,snacks,52,825.22,52.05,38.92,0.1051
2024-09-17,S021,snacks,69,848.07,37.19,43.2,0.0779
2024-09-18,S021,snacks,40,591.25,33.49,36.61,0.0837
2024-09-19,S021,snacks,44,746.59,13.62,33.29,0.0642
2024-09-20,S021,snacks,45,675.41,19.3,32.51,0.0608
2024-09-21,S021,snacks,44,627.43,32.65,37.5,0.0802
2024-09-22,S021,snacks,53,794.12,27.49,35.17,0.0744
2024-09-23,S021,snacks,40,570.98,37.34,37.34,0.0763
2024-09-24,S021,snacks,44,645.77,23.5,42.75,0.0657
2024-09-25,S021,snacks,50,675.35,34.13,36.72,0.076
2024-09-26,S021,snacks,37,552.02,28.97,,0.0924
2024-09-27,S021,snacks,40,608.25,54.26,37.2,0.0715
2024-09-28,S021,snacks,47,713.07,25.94,33.82,0.0887
2024-09-29,S021,snacks,54,726.9,11.74,28.2,0.0617
2024-09-30,S021,snacks,46,681.83,31.22,35.83,0.0658
2024-10-01,S021,snacks,50,755.12,25.39,39.41,0.0925
2024-10-02,S021,snacks,50,762.28,30.71,41.66,0.063
2024-10-03,S021,snacks,54,826.65,39.99,33.0,0.0778
2024-10-04,S021,snacks,51,838.48,27.15,37.36,0.0755
2024-10-05,S021,snacks,56,880.48,17.46,34.78,0.0587
2024-10-06,S021,snacks,53,749.97,41.74,29.61,0.0844
2024-10-07,S021,snacks,41,605.08,43.52,36.64,0.0753
2024-10-08,S021,snacks,43,704.09,43.24,31.84,0.0635
2024-10-09,S021,snacks,41,671.9,39.45,41.3,0.0851
2024-10-10,S021,snacks,44,620.88,23.74,37.35,0.081
2024-10-11,S021,snacks,40,589.77,21.94,38.23,0.0739
2024-10-12,S021,snacks,40,678.72,42.47,31.37,0.0819
2024-10-13,S021,snacks,43,652.61,37.39,30.45,0.0758
2024-10-14,S021,snacks,36,592.59,39.63,33.06,0.0855
2024-10-15,S021,snacks,59,857.33,52.02,38.26,0.091
2024-10-16,S021,snacks,42,599.99,44.56,34.12,0.0894
2024-10-17,S021,snacks,42,662.64,26.46,41.65,0.0891
2024-10-18,S021,snacks,55,782.04,27.83,37.24,0.0853
2024-10-19,S021,snacks,40,622.56,33.83,30.17,0.0565
2024-10-20,S021,snacks,51,733.1,21.17,29.88,0.0643
2024-10-21,S021,snacks,34,513.37,33.36,39.4,0.0766
2024-10-22,S021,snacks,33,485.5,36.63,34.46,0.0698
2024-10-23,S021,snacks,42,608.23,50.91,37.63,0.0738
2024-10-24,S021,snacks,46,721.95,5.52,30.55,0.0386
2024-10-25,S021,snacks,43,638.79,47.26,37.74,0.0812
2024-10-26,S021,snacks,52,847.67,28.58,36.76,0.0768
2024-10-27,S021,snacks,70,902.52,37.97,33.16,0.0701
2024-10-28,S021,snacks,52,716.56,47.1,37.26,0.0812
2024-10-29,S021,snacks,47,647.63,23.29,32.56,0.0781
2024-10-30,S021,snacks,39,639.72,39.7,36.54,0.0894
2024-10-31,S021,snacks,48,767.91,35.73,38.23,0.0855
2024-11-01,S021,snacks,35,563.96,25.91,36.82,0.0633
2024-11-02,S021,snacks,57,808.05,24.93,37.57,0.0721
2024-11-03,S021,snacks,45,699.1,28.23,37.2,0.074
2024-11-04,S021,snacks,36,544.44,48.26,44.13,0.0772
2024-11-05,S021,snacks,40,629.49,44.41,36.81,0.0881
2024-11-06,S021,snacks,32,462.21,22.18,34.82,0.0821
2024-11-07,S021,snacks,40,605.86,42.64,39.34,0.0673
2024-11-08,S021,snacks,57,781.58,38.89,38.81,0.0643
2024-11-09,S021,snacks,66,787.39,44.16,34.22,0.0839
2024-11-10,S021,snacks,46,702.45,25.11,33.36,0.0732
2024-11-11,S021,snacks,32,469.55,34.99,43.55,0.083
2024-11-12,S021,snacks,33,525.05,42.66,41.41,0.1021
2024-11-13,S021,snacks,38,561.11,54.32,39.25,0.0895
2024-11-14,S021,snacks,58,634.73,57.03,41.96,0.1087
2024-11-15,S021,snacks,42,634.99,41.2,46.81,0.1014
2024-11-16,S021,snacks,50,699.0,30.11,34.23,0.0763
2024-11-17,S021,snacks,47,701.67,31.13,38.97,0.0551
2024-11-18,S021,snacks,68,815.06,38.01,38.82,0.0767
2024-11-19,S021,snacks,32,493.53,42.84,40.59,0.0952
2024-11-20,S021,snacks,40,686.63,47.13,41.19,0.0916
2024-11-21,S021,snacks,41,614.95,43.67,35.8,0.0904
2024-11-22,S021,snacks,40,566.79,35.26,29.36,0.0778
2024-11-23,S021,snacks,42,598.13,55.39,37.25,0.0821
2024-11-24,S021,snacks,48,718.75,30.15,41.0,0.0978
2024-11-25,S021,snacks,34,509.94,43.17,43.29,0.088
2024-11-26,S021,snacks,35,509.16,26.07,38.04,0.0775
2024-11-27,S021,snacks,58,726.4,52.23,44.25,0.0932
2024-11-28,S021,snacks,39,557.4,39.32,36.71,0.0758
2024-11-29,S021,snacks,44,690.6,50.24,35.86,0.0627
2024-11-30,S021,snacks,44,660.87,40.3,36.52,0.0954
2024-12-01,S021,snacks,48,612.81,49.99,39.31,0.0876
2024-12-02,S021,snacks,39,615.0,45.18,41.11,0.0795
2024-12-03,S021,snacks,38,577.24,42.49,38.92,0.0779
2024-12-04,S021,snacks,44,717.8,36.92,35.21,0.0804
2024-12-05,S021,snacks,42,689.19,44.67,44.82,0.0706
2024-12-06,S021,snacks,41,672.28,40.9,38.16,0.0718
2024-12-07,S021,snacks,40,631.16,65.42,34.48,0.0907
2024-12-08,S021,snacks,42,667.79,44.99,36.18,0.0945
2024-12-09,S021,snacks,35,527.84,35.02,39.2,0.0865
2024-12-10,S021,snacks,44,655.01,41.95,38.72,0.0846
2024-12-11,S021,snacks,40,547.66,45.07,50.16,0.0829
2024-12-12,S021,snacks,34,458.64,39.17,40.99,0.0868
2024-12-13,S021,snacks,36,585.53,56.06,40.97,0.0961
2024-12-14,S021,snacks,48,678.75,44.34,40.24,0.0791
2024-12-15,S021,snacks,48,775.92,29.02,38.86,0.0774
2024-12-16,S021,snacks,46,718.65,38.67,41.58,0.0847
2024-12-17,S021,snacks,39,581.84,37.93,34.79,0.0876
2024-12-18,S021,snacks,43,730.49,43.9,37.7,0.0759
2024-12-19,S021,snacks,41,586.47,37.31,44.63,0.082
2024-12-20,S021,snacks,44,682.82,31.46,32.21,0.0789
2024-12-21,S021,snacks,47,716.34,43.29,41.01,0.1059
2024-12-22,S021,snacks,63,940.19,44.01,38.92,0.0712
2024-12-23,S021,snacks,43,651.05,36.43,45.78,0.0911
2024-12-24,S021,snacks,42,602.43,52.84,44.7,0.0837
2024-12-25,S021,snacks,41,629.31,42.32,37.86,0.0857
2024-12-26,S021,snacks,39,569.63,57.25,37.46,0.1089
2024-12-27,S021,snacks,44,643.21,47.5,33.38,0.0837
2024-12-28,S021,snacks,82,958.57,42.0,33.86,0.0938
2024-12-29,S021,snacks,67,948.29,33.81,39.39,0.0606
2024-12-30,S021,snacks,53,757.82,44.65,42.72,0.0905
2024-01-01,S021,fresh,48,1249.62,41.29,39.82,0.0732
2024-01-02,S021,fresh,30,832.12,48.12,45.1,0.0874
2024-01-03,S021,fresh,36,890.36,43.13,36.72,0.0836
2024-01-04,S021,fresh,26,673.24,48.46,40.16,0.0906
2024-01-05,S021,fresh,29,740.03,49.52,38.34,0.0885
2024-01-06,S021,fresh,43,1147.67,25.56,35.53,0.0657
2024-01-07,S021,fresh,36,894.67,51.81,43.79,0.1012
2024-01-08,S021,fresh,28,796.17,43.05,48.51,0.0901
2024-01-09,S021,fresh,36,840.64,32.42,40.26,0.0749
2024-01-10,S021,fresh,35,964.87,22.44,41.86,0.0722
2024-01-11,S021,fresh,36,956.45,18.68,32.8,0.05
2024-01-12,S021,fresh,44,1183.39,35.13,47.99,0.0917
2024-01-13,S021,fresh,37,1000.72,29.4,44.16,0.0724
2024-01-14,S021,fresh,33,915.46,59.25,42.49,0.0965
2024-01-15,S021,fresh,32,865.38,41.52,37.64,0.0933
2024-01-16,S021,fresh,37,966.21,32.91,34.97,0.0795
2024-01-17,S021,fresh,29,838.32,50.3,38.18,0.0856
2024-01-18,S021,fresh,35,937.83,27.75,45.37,0.0844
2024-01-19,S021,fresh,32,783.89,44.74,34.03,0.0993
2024-01-20,S021,fresh,43,1076.9,32.02,40.2,0.0728
2024-01-21,S021,fresh,42,1034.9,32.34,35.16,0.0686
2024-01-22,S021,fresh,32,870.61,53.59,37.63,0.0856
2024-01-23,S021,fresh,33,963.09,43.01,41.86,0.0814
2024-01-24,S021,fresh,28,822.72,27.61,36.56,0.0611
2024-01-25,S021,fresh,31,824.33,34.36,36.18,0.0687
2024-01-26,S021,fresh,32,833.8,31.54,40.55,0.0828
2024-01-27,S021,fresh,42,1147.34,44.41,34.43,0.0879
2024-01-28,S021,fresh,65,1736.08,25.71,44.1,0.0762
2024-01-29,S021,fresh,38,1035.85,30.31,29.9,0.0776
2024-01-30,S021,fresh,27,758.59,45.65,43.76,0.1016
2024-01-31,S021,fresh,33,862.79,36.21,41.7,0.1102
2024-02-01,S021,fresh,37,879.77,39.73,38.72,0.076
2024-02-02,S021,fresh,33,899.37,32.73,34.88,0.087
2024-02-03,S021,fresh,44,1148.99,26.13,32.2,0.0816
2024-02-04,S021,fresh,35,775.72,44.38,31.86,0.0745
2024-02-05,S021,fresh,33,810.09,37.41,33.25,0.0985
2024-02-06,S021,fresh,29,801.56,45.78,46.03,0.0896
2024-02-07,S021,fresh,34,943.29,38.67,38.8,0.0726
2024-02-08,S021,fresh,33,842.39,26.87,38.38,0.0618
2024-02-09,S021,fresh,42,1140.17,34.15,45.42,0.0615
2024-02-10,S021,fresh,67,1786.11,39.57,41.71,0.0737
2024-02-11,S021,fresh,58,1351.83,33.67,37.48,0.0655
2024-02-12,S021,fresh,47,1096.41,39.86,32.07,0.091
2024-02-13,S021,fresh,41,1069.72,46.55,38.84,0.095
2024-02-14,S021,fresh,48,1283.91,37.34,43.4,0.0825
2024-02-15,S021,fresh,45,1338.69,28.57,45.96,0.0822
2024-02-16,S021,fresh,39,1162.76,33.94,35.92,0.0783
2024-02-17,S021,fresh,47,1219.85,27.71,39.04,0.0641
2024-02-18,S021,fresh,46,1228.69,28.98,32.17,0.0788
2024-02-19,S021,fresh,48,990.25,44.34,37.99,0.0637
2024-02-20,S021,fresh,33,852.16,44.37,39.22,0.093
2024-02-21,S021,fresh,45,1256.44,14.71,30.83,0.0599
2024-02-22,S021,fresh,33,849.94,37.86,46.39,0.0997
2024-02-23,S021,fresh,37,1090.58,29.74,34.22,0.0634
2024-02-24,S021,fresh,59,1646.64,29.64,36.57,0.0907
2024-02-25,S021,fresh,39,1066.26,38.97,41.46,0.0881
2024-02-26,S021,fresh,38,1126.21,27.87,39.89,0.078
2024-02-27,S021,fresh,35,843.96,44.07,43.86,0.0899
2024-02-28,S021,fresh,42,1127.12,48.39,48.75,
2024-02-29,S021,fresh,63,1547.66,28.95,38.13,0.0731
2024-03-01,S021,fresh,47,1265.77,28.07,27.66,0.0673
2024-03-02,S021,fresh,48,1259.38,18.75,37.51,0.0943
2024-03-03,S021,fresh,46,1165.15,20.14,37.72,0.0748
2024-03-04,S021,fresh,33,874.44,19.17,36.21,0.0777
2024-03-05,S021,fresh,36,940.48,36.53,37.92,0.0892
2024-03-06,S021,fresh,36,1041.87,56.23,34.92,0.0811
2024-03-07,S021,fresh,41,1161.96,38.5,36.47,0.0847
2024-03-08,S021,fresh,33,848.51,26.5,42.31,0.0721
2024-03-09,S021,fresh,46,1220.18,23.05,36.58,0.0697
2024-03-10,S021,fresh,50,1454.49,18.12,32.16,0.0645
2024-03-11,S021,fresh,37,950.51,30.37,34.9,0.0705
2024-03-12,S021,fresh,40,968.47,21.05,34.08,0.0693
2024-03-13,S021,fresh,56,1318.62,0.55,33.47,0.0659
2024-03-14,S021,fresh,43,1049.51,39.28,32.74,0.0776
2024-03-15,S021,fresh,41,1072.4,47.5,32.5,0.0854
2024-03-16,S021,fresh,52,1298.49,24.12,30.45,0.059
2024-03-17,S021,fresh,50,1122.37,12.83,27.74,0.0671
2024-03-18,S021,fresh,39,992.96,38.4,43.94,0.0905
2024-03-19,S021,fresh,44,1062.98,32.64,29.24,0.0746
2024-03-20,S021,fresh,38,877.94,8.41,26.02,0.0795
2024-03-21,S021,fresh,44,1190.23,26.52,33.89,0.0694
2024-03-22,S021,fresh,34,875.81,32.1,29.12,0.0725
2024-03-23,S021,fresh,53,1401.62,10.62,28.76,0.0554
2024-03-24,S021,fresh,43,1185.7,20.39,34.91,0.0845
2024-03-25,S021,fresh,36,892.68,18.33,33.6,0.0674
2024-03-26,S021,fresh,38,966.93,37.64,28.69,0.0733
2024-03-27,S021,fresh,42,1107.38,23.81,41.54,0.0743
2024-03-28,S021,fresh,48,1139.18,33.11,29.25,0.0582
2024-03-29,S021,fresh,47,1242.23,16.88,28.72,0.0582
2024-03-30,S021,fresh,40,1129.41,37.29,44.71,0.1098
2024-03-31,S021,fresh,58,1427.13,15.79,31.08,0.0534
2024-04-01,S021,fresh,47,1234.44,15.08,31.4,0.0541
2024-04-02,S021,fresh,42,1035.63,34.47,28.15,0.0704
2024-04-03,S021,fresh,44,980.17,29.88,36.3,0.0635
2024-04-04,S021,fresh,53,1323.31,22.78,34.33,0.0527
2024-04-05,S021,fresh,43,1163.07,29.07,37.51,0.082
2024-04-06,S021,fresh,56,1475.92,21.83,25.75,0.069
2024-04-07,S021,fresh,45,1144.55,25.39,39.38,0.0628
2024-04-08,S021,fresh,44,1188.16,18.46,30.48,0.0511
2024-04-09,S021,fresh,34,900.33,32.04,38.32,0.0761
2024-04-10,S021,fresh,44,1276.73,19.26,34.95,0.0768
2024-04-11,S021,fresh,49,1185.3,23.86,36.04,0.0808
2024-04-12,S021,fresh,35,869.71,37.91,37.26,0.0852
2024-04-13,S021,fresh,45,1188.4,18.3,31.71,0.0637
2024-04-14,S021,fresh,37,1069.7,29.22,37.49,0.091
2024-04-15,S021,fresh,47,1297.26,8.09,33.89,0.0542
2024-04-16,S021,fresh,49,1317.77,10.06,25.48,0.0432
2024-04-17,S021,fresh,37,940.7,9.79,29.65,0.0626
2024-04-18,S021,fresh,47,1289.29,26.31,34.03,0.0645
2024-04-19,S021,fresh,48,1157.32,17.77,25.28,0.0432
2024-04-20,S021,fresh,50,1330.14,24.41,31.43,0.0577
2024-04-21,S021,fresh,52,1275.27,17.86,27.33,0.0646
2024-04-22,S021,fresh,35,859.71,28.73,37.58,0.0756
2024-04-23,S021,fresh,40,1102.3,19.63,28.38,0.0782
2024-04-24,S021,fresh,38,909.62,20.11,31.45,0.0619
2024-04-25,S021,fresh,39,971.7,17.99,37.9,0.0911
2024-04-26,S021,fresh,61,1506.31,28.47,35.76,0.0783
2024-04-27,S021,fresh,55,1370.8,6.68,28.84,0.0673
2024-04-28,S021,fresh,56,1465.74,9.2,29.28,0.0528
2024-04-29,S021,fresh,56,1383.19,24.68,26.45,0.0629
2024-04-30,S021,fresh,43,1100.96,30.11,29.82,0.0579
2024-05-01,S021,fresh,62,1716.85,15.84,28.35,0.0614
2024-05-02,S021,fresh,56,1315.81,17.99,31.91,0.0692
2024-05-03,S021,fresh,50,1324.82,16.16,36.53,0.0649
2024-05-04,S021,fresh,53,1433.5,25.38,30.07,0.067
2024-05-05,S021,fresh,47,1182.4,32.6,26.54,0.069
2024-05-06,S021,fresh,42,1052.94,13.53,29.71,0.0477
2024-05-07,S021,fresh,42,1122.97,13.58,26.84,0.0505
2024-05-08,S021,fresh,41,1069.47,36.65,31.21,0.0792
2024-05-09,S021,fresh,53,1237.63,13.52,33.24,0.0794
2024-05-10,S021,fresh,35,888.69,11.48,36.58,0.0624
2024-05-11,S021,fresh,51,1459.18,12.36,28.83,0.0653
2024-05-12,S021,fresh,43,1043.79,16.27,31.68,0.0735
2024-05-13,S021,fresh,37,837.03,16.46,31.5,0.0783
2024-05-14,S021,fresh,33,868.89,7.1,34.06,0.068
2024-05-15,S021,fresh,41,1060.09,18.5,40.6,0.0821
2024-05-16,S021,fresh,42,998.38,28.12,36.12,0.078
2024-05-17,S021,fresh,70,1558.78,20.77,28.24,0.0654
2024-05-18,S021,fresh,51,1258.08,17.64,33.08,0.0762
2024-05-19,S021,fresh,45,1086.24,14.98,29.29,0.0533
2024-05-20,S021,fresh,47,1246.42,16.59,29.05,0.0734
2024-05-21,S021,fresh,39,1017.31,11.23,36.2,0.0625
2024-05-22,S021,fresh,34,899.87,19.32,30.54,0.0713
2024-05-23,S021,fresh,45,1121.14,8.99,28.57,0.0614
2024-05-24,S021,fresh,44,1158.05,13.96,29.31,0.0673
2024-05-25,S021,fresh,52,1279.5,7.7,33.93,0.053
2024-05-26,S021,fresh,46,1149.94,12.94,38.84,0.0735
2024-05-27,S021,fresh,41,1042.24,0.0,27.33,0.0568
2024-05-28,S021,fresh,43,1144.65,36.94,32.94,0.0751
2024-05-29,S021,fresh,45,1146.21,10.11,30.64,0.0489
2024-05-30,S021,fresh,48,1332.3,18.2,35.73,0.0596
2024-05-31,S021,fresh,43,1050.62,11.41,27.12,0.054
