date,store_id,category,campaign_id,promo_type,promo_depth,coupon_flag
2024-03-20,S020,snacks,C8530,discount,0.248,0
2024-03-31,S020,snacks,C2914,free_delivery,0.162,0
2024-04-06,S020,snacks,C1815,bundle,0.087,0
2024-04-07,S020,snacks,C3453,discount,0.263,0
2024-04-09,S020,snacks,C9748,discount,0.055,0
2024-04-10,S020,snacks,C8328,free_delivery,0.13,1
2024-04-20,S020,snacks,C7764,coupon,0.207,0
2024-04-23,S020,snacks,C1427,discount,0.285,0
2024-05-06,S020,snacks,C1153,coupon,0.164,0
2024-05-15,S020,snacks,C8099,coupon,0.124,0
2024-05-18,S020,snacks,C6663,coupon,0.212,1
2024-05-24,S020,snacks,C4067,free_delivery,0.164,0
2024-05-26,S020,snacks,C1214,discount,0.255,0
2024-05-29,S020,snacks,C1314,discount,0.21,1
2024-06-16,S020,snacks,C4570,free_delivery,0.268,0
2024-06-18,S020,snacks,C6372,discount,0.195,1
2024-06-30,S020,snacks,C4203,coupon,0.165,1
2024-07-07,S020,snacks,C2913,discount,0.263,0
2024-07-20,S020,snacks,C3301,free_delivery,0.18,0
2024-07-26,S020,snacks,C2554,coupon,0.201,0
2024-08-06,S020,snacks,C5170,coupon,0.171,1
2024-08-10,S020,snacks,C9955,free_delivery,0.103,0
2024-08-19,S020,snacks,C5907,free_delivery,0.205,0
2024-10-13,S020,snacks,C2636,bundle,0.191,0
2024-10-22,S020,snacks,C7895,coupon,0.169,0
2024-10-24,S020,snacks,C4971,discount,0.161,0
2024-10-25,S020,snacks,C4190,discount,0.191,0
2024-11-14,S020,snacks,C9663,discount,0.211,1
2024-11-19,S020,snacks,C8007,bundle,0.221,1
2024-11-23,S020,snacks,C4952,free_delivery,0.169,0
2024-11-26,S020,snacks,C7079,discount,0.155,0
2024-11-27,S020,snacks,C8077,free_delivery,0.238,0
2024-12-11,S020,snacks,C7033,discount,0.106,1
2024-12-15,S020,snacks,C5657,discount,0.097,1
2025-01-09,S020,snacks,C4142,discount,0.168,0
2025-01-12,S020,snacks,C2255,discount,0.104,0
2025-01-20,S020,snacks,C9346,coupon,0.156,0
2025-01-24,S020,snacks,C5958,bundle,0.211,0
2024-01-04,S020,fresh,C6746,coupon,0.172,1
2024-01-05,S020,fresh,C4012,discount,0.18,0
2024-01-06,S020,fresh,C2523,bundle,0.29,0
2024-01-23,S020,fresh,C5094,discount,0.134,0
2024-01-30,S020,fresh,C5463,bundle,0.244,0
2024-02-07,S020,fresh,C3380,bundle,0.179,1
2024-03-12,S020,fresh,C7406,discount,0.176,0
2024-04-05,S020,fresh,C3213,discount,0.201,0
2024-04-11,S020,fresh,C6028,bundle,0.22,1
2024-05-01,S020,fresh,C9709,discount,0.328,0
2024-05-07,S020,fresh,C2857,coupon,0.185,0
2024-06-23,S020,fresh,C4375,coupon,0.277,0
2024-07-24,S020,fresh,C3707,coupon,0.103,0
2024-07-25,S020,fresh,C2103,coupon,0.175,0
2024-07-26,S020,fresh,C2489,free_delivery,0.168,0
2024-07-28,S020,fresh,C6912,coupon,0.141,1
2024-08-17,S020,fresh,C5019,discount,0.187,0
2024-08-25,S020,fresh,C9984,bundle,0.283,0
2024-09-07,S020,fresh,C7675,coupon,0.158,1
2024-09-22,S020,fresh,C7747,free_delivery,0.252,0
2024-09-23,S020,fresh,C5539,discount,0.268,1
2024-10-02,S020,fresh,C6430,discount,0.304,1
2024-10-29,S020,fresh,C4355,discount,0.137,1
2024-11-25,S020,fresh,C3901,discount,0.166,0
2024-12-17,S020,fresh,C9120,discount,0.212,1
2025-01-02,S020,fresh,C6317,discount,0.101,1
2025-01-05,S020,fresh,C8112,coupon,0.162,0
2025-01-12,S020,fresh,C5120,coupon,0.05,0
2024-01-12,S020,household,C9823,coupon,0.243,0
2024-01-17,S020,household,C8851,free_delivery,0.05,0
2024-02-03,S020,household,C9347,bundle,0.216,0
2024-02-10,S020,household,C6676,bundle,0.22,0
2024-02-12,S020,household,C9219,coupon,0.147,0
2024-02-16,S020,household,C8619,bundle,0.14,0
2024-03-14,S020,household,C2257,free_delivery,0.21,0
2024-03-21,S020,household,C1427,coupon,0.219,0
2024-03-22,S020,household,C7420,bundle,0.22,0
2024-03-27,S020,household,C2645,discount,0.197,0
2024-04-04,S020,household,C8501,discount,0.196,0
2024-04-06,S020,household,C2694,bundle,0.05,1
2024-04-14,S020,household,C1032,coupon,0.094,1
2024-05-13,S020,household,C9111,coupon,0.227,0
2024-05-20,S020,household,C5656,free_delivery,0.229,1
2024-05-23,S020,household,C8825,bundle,0.116,1
2024-05-25,S020,household,C7358,discount,0.233,0
2024-06-23,S020,household,C2366,discount,0.206,0
2024-09-15,S020,household,C1144,discount,0.175,0
2024-09-20,S020,household,C2814,free_delivery,0.154,0
2024-09-22,S020,household,C5800,discount,0.146,1
2024-11-10,S020,household,C2646,discount,0.06,1
2024-12-11,S020,household,C6329,free_delivery,0.102,1
2024-12-27,S020,household,C1407,discount,0.05,0
2025-01-13,S020,household,C4532,coupon,0.088,1
2024-01-04,S020,ready_to_eat,C3570,free_delivery,0.255,0
2024-01-06,S020,ready_to_eat,C2696,discount,0.156,0
2024-01-10,S020,ready_to_eat,C1120,discount,0.11,0
2024-01-12,S020,ready_to_eat,C2926,coupon,0.05,1
2024-01-13,S020,ready_to_eat,C8448,discount,0.256,0
2024-01-28,S020,ready_to_eat,C7450,discount,0.229,1
2024-02-05,S020,ready_to_eat,C6968,discount,0.157,0
2024-02-11,S020,ready_to_eat,C3030,coupon,0.283,0
2024-02-19,S020,ready_to_eat,C5994,bundle,0.175,1
2024-02-24,S020,ready_to_eat,C6915,bundle,0.167,0
2024-03-01,S020,ready_to_eat,C9184,bundle,0.153,0
2024-03-18,S020,ready_to_eat,C9654,free_delivery,0.215,0
2024-03-28,S020,ready_to_eat,C8195,discount,0.118,0
2024-04-02,S020,ready_to_eat,C5962,discount,0.139,0
2024-04-24,S020,ready_to_eat,C4809,coupon,0.12,0
2024-05-19,S020,ready_to_eat,C7375,discount,0.254,1
2024-05-23,S020,ready_to_eat,C9577,discount,0.239,0
2024-06-29,S020,ready_to_eat,C2705,coupon,0.251,0
2024-07-04,S020,ready_to_eat,C9038,coupon,0.208,1
2024-07-08,S020,ready_to_eat,C4039,bundle,0.193,0
2024-07-14,S020,ready_to_eat,C4029,discount,0.055,0
2024-07-25,S020,ready_to_eat,C4361,coupon,0.266,1
2024-08-07,S020,ready_to_eat,C7891,discount,0.094,0
2024-08-12,S020,ready_to_eat,C3367,discount,0.151,1
2024-08-16,S020,ready_to_eat,C4607,discount,0.083,0
2024-09-01,S020,ready_to_eat,C7030,coupon,0.255,1
2024-09-08,S020,ready_to_eat,C5792,discount,0.156,0
2024-09-22,S020,ready_to_eat,C2850,free_delivery,0.247,1
2024-09-26,S020,ready_to_eat,C2278,discount,0.225,0
2024-10-05,S020,ready_to_eat,C2045,bundle,0.222,1
2024-10-14,S020,ready_to_eat,C1422,free_delivery,0.166,1
2024-10-18,S020,ready_to_eat,C3516,discount,0.157,0
2024-10-24,S020,ready_to_eat,C6854,bundle,0.066,1
2024-11-02,S020,ready_to_eat,C5432,discount,0.281,1
2024-11-23,S020,ready_to_eat,C5138,discount,0.265,1
2024-12-08,S020,ready_to_eat,C1391,discount,0.102,0
2024-12-21,S020,ready_to_eat,C7226,coupon,0.247,1
2024-12-29,S020,ready_to_eat,C8060,coupon,0.213,1
2024-12-30,S020,ready_to_eat,C1909,free_delivery,0.098,0
2025-01-07,S020,ready_to_eat,C9540,discount,0.212,0
2025-01-08,S020,ready_to_eat,C6684,coupon,0.213,0
2024-01-02,S020,personal_care,C7254,coupon,0.187,0
2024-01-12,S020,personal_care,C9199,discount,0.194,0
2024-01-14,S020,personal_care,C8372,coupon,0.264,1
2024-01-20,S020,personal_care,C5225,bundle,0.121,1
2024-01-29,S020,personal_care,C4532,discount,0.12,1
2024-02-03,S020,personal_care,C2596,free_delivery,0.218,1
2024-02-13,S020,personal_care,C1463,coupon,0.27,1
2024-02-14,S020,personal_care,C7541,coupon,0.05,0
2024-02-22,S020,personal_care,C6990,free_delivery,0.05,1
2024-03-08,S020,personal_care,C4653,bundle,0.189,0
2024-03-24,S020,personal_care,C8130,discount,0.31,1
2024-03-29,S020,personal_care,C2459,bundle,0.196,0
2024-04-13,S020,personal_care,C8750,bundle,0.182,0
2024-04-21,S020,personal_care,C6096,coupon,0.235,0
2024-04-22,S020,personal_care,C3332,coupon,0.11,1
2024-04-29,S020,personal_care,C7078,discount,0.318,0
2024-05-05,S020,personal_care,C1061,coupon,0.178,1
2024-05-14,S020,personal_care,C7302,discount,0.238,0
2024-05-21,S020,personal_care,C5371,discount,0.285,0
2024-06-04,S020,personal_care,C3869,discount,0.166,1
2024-06-22,S020,personal_care,C5569,discount,0.227,0
2024-06-24,S020,personal_care,C2009,coupon,0.181,1
2024-06-27,S020,personal_care,C6837,free_delivery,0.224,0
2024-07-04,S020,personal_care,C1714,bundle,0.251,0
2024-07-06,S020,personal_care,C5037,discount,0.143,1
2024-07-22,S020,personal_care,C8724,discount,0.074,0
2024-08-01,S020,personal_care,C6816,free_delivery,0.25,0
2024-08-02,S020,personal_care,C4205,discount,0.109,0
2024-08-10,S020,personal_care,C8366,discount,0.242,0
2024-09-06,S020,personal_care,C8389,coupon,0.262,0
2024-09-12,S020,personal_care,C1418,coupon,0.237,1
2024-09-28,S020,personal_care,C6362,coupon,0.05,0
2024-10-02,S020,personal_care,C8514,coupon,0.234,0
2024-10-06,S020,personal_care,C7749,bundle,0.243,1
2024-10-11,S020,personal_care,C5333,discount,0.121,1
2024-10-14,S020,personal_care,C4257,discount,0.204,0
2024-10-16,S020,personal_care,C8170,bundle,0.134,0
2024-10-27,S020,personal_care,C3173,free_delivery,0.205,0
2024-10-29,S020,personal_care,C5495,discount,0.204,0
2024-11-04,S020,personal_care,C8932,bundle,0.229,1
2024-11-07,S020,personal_care,C9746,coupon,0.259,0
2024-11-17,S020,personal_care,C7371,discount,0.071,1
2024-11-29,S020,personal_care,C9373,coupon,0.118,0
2024-12-05,S020,personal_care,C4454,discount,0.156,0
2024-12-14,S020,personal_care,C4802,discount,0.129,0
2024-12-30,S020,personal_care,C8136,discount,0.079,0
2025-01-01,S020,personal_care,C9027,discount,0.217,1
2025-01-04,S020,personal_care,C5724,coupon,0.207,0
2025-01-08,S020,personal_care,C3996,discount,0.25,1
2024-01-06,S021,beverages,C2008,coupon,0.05,0
2024-01-08,S021,beverages,C7724,discount,0.163,1
2024-01-11,S021,beverages,C4885,discount,0.14,1
2024-01-20,S021,beverages,C8936,free_delivery,0.208,1
2024-01-30,S021,beverages,C9877,discount,0.245,1
2024-02-11,S021,beverages,C1272,coupon,0.152,1
2024-02-13,S021,beverages,C7549,discount,0.092,0
2024-02-14,S021,beverages,C7566,discount,0.116,0
2024-02-18,S021,beverages,C5573,discount,0.272,1
2024-02-28,S021,beverages,C5553,bundle,0.253,0
2024-03-06,S021,beverages,C8631,bundle,0.223,0
2024-03-21,S021,beverages,C6789,bundle,0.103,0
2024-03-25,S021,beverages,C4243,coupon,0.176,1
2024-04-09,S021,beverages,C7269,discount,0.141,1
2024-04-12,S021,beverages,C1149,free_delivery,0.163,0
2024-04-23,S021,beverages,C6514,discount,0.166,1
2024-04-24,S021,beverages,C7117,discount,0.277,1
2024-05-10,S021,beverages,C3228,coupon,0.186,1
2024-05-12,S021,beverages,C8547,discount,0.199,1
2024-06-11,S021,beverages,C6669,coupon,0.247,1
2024-06-17,S021,beverages,C2739,discount,0.144,0
2024-06-25,S021,beverages,C2563,bundle,0.148,1
2024-07-04,S021,beverages,C4194,coupon,0.334,0
2024-07-11,S021,beverages,C1900,discount,0.133,0
2024-07-13,S021,beverages,C7864,discount,0.17,1
2024-07-16,S021,beverages,C3319,discount,0.163,0
2024-07-25,S021,beverages,C2490,coupon,0.192,0
2024-07-30,S021,beverages,C8928,discount,0.124,0
2024-08-04,S021,beverages,C3368,free_delivery,0.23,0
2024-08-29,S021,beverages,C2213,free_delivery,0.165,1
2024-09-06,S021,beverages,C7733,discount,0.126,1
2024-09-08,S021,beverages,C7786,coupon,0.22,1
2024-09-16,S021,beverages,C2584,coupon,0.118,0
2024-09-17,S021,beverages,C2268,discount,0.137,0
2024-09-18,S021,beverages,C8319,coupon,0.258,1
2024-09-19,S021,beverages,C6693,bundle,0.177,1
2024-09-22,S021,beverages,C4379,discount,0.061,1
2024-09-25,S021,beverages,C5134,coupon,0.171,0
2024-10-06,S021,beverages,C4281,free_delivery,0.157,0
2024-10-07,S021,beverages,C8178,coupon,0.239,0
2024-10-19,S021,beverages,C4466,free_delivery,0.19,0
2024-10-21,S021,beverages,C7291,coupon,0.142,0
2024-10-25,S021,beverages,C8427,free_delivery,0.188,0
2024-11-06,S021,beverages,C5644,discount,0.278,0
2024-11-09,S021,beverages,C5490,coupon,0.24,1
2024-11-10,S021,beverages,C8458,free_delivery,0.051,1
2024-11-11,S021,beverages,C7599,free_delivery,0.251,0
2024-11-16,S021,beverages,C6722,free_delivery,0.223,1
2024-11-24,S021,beverages,C2969,free_delivery,0.194,0
2024-11-25,S021,beverages,C9049,bundle,0.269,0
2024-12-11,S021,beverages,C4350,discount,0.174,0
2024-12-12,S021,beverages,C3603,free_delivery,0.242,1
2024-12-24,S021,beverages,C5763,discount,0.139,1
2025-01-06,S021,beverages,C6157,coupon,0.242,0
2025-01-12,S021,beverages,C3037,discount,0.252,1
2025-01-22,S021,beverages,C1016,coupon,0.058,0
2024-01-10,S021,snacks,C1874,free_delivery,0.102,0
2024-01-20,S021,snacks,C2207,free_delivery,0.23,1
2024-01-28,S021,snacks,C3802,free_delivery,0.123,0
2024-01-30,S021,snacks,C3597,coupon,0.132,1
2024-02-05,S021,snacks,C1329,bundle,0.182,0
2024-02-06,S021,snacks,C7500,free_delivery,0.132,1
2024-02-22,S021,snacks,C3074,discount,0.279,1
2024-02-28,S021,snacks,C6270,discount,0.28,1
2024-03-01,S021,snacks,C1203,coupon,0.287,0
2024-03-03,S021,snacks,C8438,coupon,0.079,1
2024-03-11,S021,snacks,C9573,coupon,0.247,0
2024-03-15,S021,snacks,C9534,coupon,0.127,0
2024-03-18,S021,snacks,C3925,coupon,0.08,0
2024-03-19,S021,snacks,C3483,coupon,0.188,1
2024-03-23,S021,snacks,C4765,free_delivery,0.324,0
2024-04-04,S021,snacks,C3948,discount,0.094,0
2024-04-05,S021,snacks,C6156,coupon,0.201,1
2024-04-06,S021,snacks,C5581,discount,0.193,0
2024-04-10,S021,snacks,C2346,discount,0.195,0
2024-04-17,S021,snacks,C6096,bundle,0.216,1
2024-04-25,S021,snacks,C1893,free_delivery,0.336,0
2024-05-09,S021,snacks,C5606,free_delivery,0.187,0
2024-05-11,S021,snacks,C6089,bundle,0.323,1
2024-05-21,S021,snacks,C7713,coupon,0.05,1
2024-05-22,S021,snacks,C9124,coupon,0.213,0
2024-05-31,S021,snacks,C5145,bundle,0.202,1
2024-06-02,S021,snacks,C1504,discount,0.139,0
2024-06-08,S021,snacks,C9589,free_delivery,0.138,0
2024-06-10,S021,snacks,C8762,bundle,0.216,0
2024-06-13,S021,snacks,C9768,discount,0.199,0
2024-06-22,S021,snacks,C2484,discount,0.154,1
2024-07-20,S021,snacks,C9404,discount,0.175,1
2024-07-26,S021,snacks,C1960,discount,0.304,0
2024-08-04,S021,snacks,C2931,coupon,0.117,0
2024-08-06,S021,snacks,C3441,coupon,0.186,1
2024-08-13,S021,snacks,C3754,discount,0.158,0
2024-08-22,S021,snacks,C6768,discount,0.278,1
2024-08-25,S021,snacks,C5844,coupon,0.062,0
2024-08-28,S021,snacks,C3033,coupon,0.05,1
2024-08-29,S021,snacks,C5086,free_delivery,0.202,0
2024-09-03,S021,snacks,C1736,free_delivery,0.111,0
2024-09-17,S021,snacks,C3231,discount,0.161,1
2024-09-25,S021,snacks,C6047,coupon,0.137,0
2024-10-15,S021,snacks,C6976,coupon,0.134,1
2024-10-18,S021,snacks,C4877,coupon,0.179,0
2024-10-27,S021,snacks,C7279,bundle,0.155,0
2024-10-28,S021,snacks,C8347,discount,0.104,0
2024-11-08,S021,snacks,C5197,bundle,0.18,0
2024-11-09,S021,snacks,C7668,discount,0.221,0
2024-11-14,S021,snacks,C7324,coupon,0.29,0
2024-11-18,S021,snacks,C6542,discount,0.171,0
2024-11-27,S021,snacks,C5022,discount,0.255,0
2024-12-22,S021,snacks,C2713,free_delivery,0.132,1
2024-12-28,S021,snacks,C4729,coupon,0.277,1
2024-12-29,S021,snacks,C3918,discount,0.084,0
2025-01-04,S021,snacks,C4079,coupon,0.143,0
2025-01-07,S021,snacks,C3429,discount,0.129,0
2025-01-09,S021,snacks,C1069,coupon,0.089,0
2025-01-11,S021,snacks,C5566,bundle,0.205,0
2025-01-14,S021,snacks,C5130,bundle,0.244,1
2025-01-20,S021,snacks,C7665,discount,0.192,0
2025-01-25,S021,snacks,C7542,discount,0.097,0
2025-01-27,S021,snacks,C6336,discount,0.213,0
2024-01-12,S021,fresh,C8002,discount,0.183,0
2024-01-28,S021,fresh,C1460,free_delivery,0.105,1
2024-02-10,S021,fresh,C7529,discount,0.095,1
2024-02-19,S021,fresh,C2338,discount,0.153,0
2024-02-29,S021,fresh,C5923,discount,0.237,0
2024-03-13,S021,fresh,C4697,coupon,0.151,1
2024-04-26,S021,fresh,C1738,discount,0.229,0
2024-05-09,S021,fresh,C5049,coupon,0.087,0
2024-05-17,S021,fresh,C6967,bundle,0.168,1
2024-06-03,S021,fresh,C3803,coupon,0.19,0
2024-06-11,S021,fresh,C5533,coupon,0.239,0
2024-06-15,S021,fresh,C5223,discount,0.323,1
2024-07-18,S021,fresh,C6853,free_delivery,0.123,1
2024-07-28,S021,fresh,C8432,coupon,0.262,1
2024-08-03,S021,fresh,C4078,discount,0.243,0
2024-08-08,S021,fresh,C3884,discount,0.05,1
2024-08-17,S021,fresh,C7884,coupon,0.223,0
2024-08-18,S021,fresh,C8117,coupon,0.213,1
2024-08-24,S021,fresh,C3454,coupon,0.298,0
2024-08-30,S021,fresh,C5970,coupon,0.22,1
2024-09-03,S021,fresh,C5268,discount,0.27,0
2024-10-08,S021,fresh,C3347,discount,0.125,1
2024-12-29,S021,fresh,C3679,discount,0.116,0
2025-01-04,S021,fresh,C6545,bundle,0.103,0
2025-01-14,S021,fresh,C6552,free_delivery,0.243,0
2025-01-26,S021,fresh,C4442,discount,0.244,1
2024-02-01,S021,household,C8051,bundle,0.216,0
2024-02-11,S021,household,C9448,coupon,0.096,1
2024-02-13,S021,household,C4576,coupon,0.16,0
2024-02-14,S021,household,C5740,discount,0.203,1
2024-03-24,S021,household,C5085,coupon,0.132,0
2024-04-02,S021,household,C1075,discount,0.138,0
2024-04-14,S021,household,C4277,coupon,0.158,0
2024-05-01,S021,household,C2193,coupon,0.05,1
2024-05-03,S021,household,C6733,discount,0.133,0
2024-05-25,S021,household,C7789,bundle,0.207,1
2024-05-30,S021,household,C6878,discount,0.283,0
2024-06-10,S021,household,C7456,discount,0.207,0
2024-06-12,S021,household,C7295,discount,0.102,0
2024-06-15,S021,household,C8168,discount,0.068,1
2024-06-20,S021,household,C7391,discount,0.115,1
2024-06-22,S021,household,C9630,discount,0.248,1
2024-06-24,S021,household,C5596,discount,0.192,0
2024-06-26,S021,household,C4094,discount,0.05,0
2024-06-30,S021,household,C5774,coupon,0.255,0
2024-07-06,S021,household,C7920,bundle,0.178,1
2024-07-19,S021,household,C6506,bundle,0.15,1
2024-07-27,S021,household,C6510,discount,0.231,0
2024-08-25,S021,household,C8573,discount,0.121,0
2024-09-08,S021,household,C4422,coupon,0.35,0
2024-09-12,S021,household,C9555,coupon,0.328,1
2024-09-22,S021,household,C9242,bundle,0.188,0
2024-10-10,S021,household,C8519,discount,0.149,0
2024-11-03,S021,household,C7428,free_delivery,0.175,1
2024-11-12,S021,household,C5436,discount,0.159,0
2024-11-13,S021,household,C8954,coupon,0.143,1
2024-11-28,S021,household,C3974,discount,0.192,1
2024-12-09,S021,household,C5975,discount,0.171,0
2025-01-12,S021,household,C4737,coupon,0.199,1
2025-01-16,S021,household,C8336,free_delivery,0.191,0
2025-01-26,S021,household,C9429,free_delivery,0.213,0
2024-01-02,S021,ready_to_eat,C7388,discount,0.204,1
2024-01-07,S021,ready_to_eat,C7481,discount,0.199,0
2024-01-13,S021,ready_to_eat,C1986,bundle,0.154,0
2024-01-30,S021,ready_to_eat,C2462,coupon,0.185,0
2024-02-09,S021,ready_to_eat,C8566,discount,0.265,0
2024-02-20,S021,ready_to_eat,C1322,coupon,0.124,0
2024-02-21,S021,ready_to_eat,C1711,discount,0.138,0
2024-02-24,S021,ready_to_eat,C8817,coupon,0.224,0
2024-02-29,S021,ready_to_eat,C4673,coupon,0.177,1
2024-03-02,S021,ready_to_eat,C7742,bundle,0.223,0
2024-03-05,S021,ready_to_eat,C1315,coupon,0.296,0
2024-03-20,S021,ready_to_eat,C6453,discount,0.05,0
2024-03-28,S021,ready_to_eat,C9812,free_delivery,0.12,1
2024-04-06,S021,ready_to_eat,C1658,coupon,0.133,0
2024-04-07,S021,ready_to_eat,C4256,bundle,0.17,0
2024-04-14,S021,ready_to_eat,C5843,free_delivery,0.132,0
2024-04-21,S021,ready_to_eat,C4759,discount,0.221,0
2024-04-29,S021,ready_to_eat,C9067,discount,0.277,0
2024-05-14,S021,ready_to_eat,C9527,discount,0.156,1
2024-05-15,S021,ready_to_eat,C1537,free_delivery,0.255,0
2024-05-19,S021,ready_to_eat,C1046,discount,0.05,0
2024-05-21,S021,ready_to_eat,C6304,free_delivery,0.208,0
2024-05-27,S021,ready_to_eat,C7885,coupon,0.283,0
2024-06-04,S021,ready_to_eat,C3190,bundle,0.122,1
2024-06-09,S021,ready_to_eat,C6952,coupon,0.29,0
2024-06-27,S021,ready_to_eat,C6524,discount,0.287,1
2024-07-17,S021,ready_to_eat,C5021,coupon,0.183,0
2024-07-30,S021,ready_to_eat,C1520,coupon,0.05,1
2024-08-05,S021,ready_to_eat,C4957,discount,0.081,1
2024-08-22,S021,ready_to_eat,C1084,free_delivery,0.222,0
2024-09-01,S021,ready_to_eat,C6853,discount,0.286,0
2024-09-07,S021,ready_to_eat,C5850,coupon,0.201,0
2024-09-15,S021,ready_to_eat,C4440,free_delivery,0.113,1
2024-09-21,S021,ready_to_eat,C9668,discount,0.05,0
2024-09-30,S021,ready_to_eat,C1060,coupon,0.215,0
2024-10-04,S021,ready_to_eat,C1809,discount,0.161,0
2024-10-08,S021,ready_to_eat,C6404,discount,0.175,0
2024-10-13,S021,ready_to_eat,C2988,discount,0.132,0
2024-10-29,S021,ready_to_eat,C4651,discount,0.063,0
2024-11-06,S021,ready_to_eat,C9234,coupon,0.05,0
2024-11-14,S021,ready_to_eat,C9107,coupon,0.122,1
2024-11-24,S021,ready_to_eat,C3995,discount,0.238,0
2025-01-03,S021,ready_to_eat,C3833,discount,0.124,0
2025-01-11,S021,ready_to_eat,C9646,bundle,0.244,0
2025-01-23,S021,ready_to_eat,C6733,discount,0.268,1
2024-01-08,S021,personal_care,C7682,discount,0.23,0
2024-01-20,S021,personal_care,C4267,discount,0.198,0
2024-01-25,S021,personal_care,C5504,discount,0.247,0
2024-01-26,S021,personal_care,C6042,free_delivery,0.164,0
2024-02-03,S021,personal_care,C4410,bundle,0.092,1
2024-02-11,S021,personal_care,C7789,free_delivery,0.168,0
2024-02-18,S021,personal_care,C8749,coupon,0.198,0
2024-03-03,S021,personal_care,C8817,bundle,0.306,0
2024-03-08,S021,personal_care,C3284,bundle,0.145,0
2024-04-01,S021,personal_care,C3364,discount,0.139,1
2024-04-19,S021,personal_care,C9266,discount,0.098,1
2024-04-25,S021,personal_care,C4724,coupon,0.167,1
2024-05-14,S021,personal_care,C7149,discount,0.198,0
2024-06-03,S021,personal_care,C5075,discount,0.275,0
2024-06-12,S021,personal_care,C7421,discount,0.256,0
2024-06-25,S021,personal_care,C3920,discount,0.173,0
2024-06-26,S021,personal_care,C7543,bundle,0.194,1
2024-06-29,S021,personal_care,C9581,coupon,0.196,0
2024-09-15,S021,personal_care,C7385,discount,0.05,1
2024-09-28,S021,personal_care,C9616,coupon,0.277,1
2024-10-06,S021,personal_care,C4828,bundle,0.141,1
2024-10-12,S021,personal_care,C8464,coupon,0.318,0
2024-10-17,S021,personal_care,C5365,free_delivery,0.188,0
2024-10-23,S021,personal_care,C5566,discount,0.181,0
2024-11-15,S021,personal_care,C4381,bundle,0.277,0
2024-11-18,S021,personal_care,C7727,free_delivery,0.332,1
2024-11-19,S021,personal_care,C4973,discount,0.146,0
2024-11-24,S021,personal_care,C1214,discount,0.259,1
2024-11-26,S021,personal_care,C8098,coupon,0.13,1
2024-12-19,S021,personal_care,C5791,discount,0.182,0
2024-12-22,S021,personal_care,C9792,coupon,0.239,0
2024-12-24,S021,personal_care,C9672,coupon,0.2,1
2025-01-11,S021,personal_care,C2181,bundle,0.236,1
2025-01-14,S021,personal_care,C7802,coupon,0.196,1
2025-01-18,S021,personal_care,C4368,free_delivery,0.277,1
2025-01-24,S021,personal_care,C4002,coupon,0.21,0
2024-01-01,S022,beverages,C4935,coupon,0.225,0
2024-01-27,S022,beverages,C7630,bundle,0.303,0
2024-02-01,S022,beverages,C9656,coupon,0.182,0
2024-02-03,S022,beverages,C1668,free_delivery,0.235,0
2024-02-04,S022,beverages,C2563,coupon,0.185,0
2024-02-05,S022,beverages,C4701,free_delivery,0.206,1
2024-02-15,S022,beverages,C3945,discount,0.183,0
2024-02-18,S022,beverages,C9021,bundle,0.198,0
2024-02-20,S022,beverages,C7193,free_delivery,0.201,0
2024-02-24,S022,beverages,C3254,discount,0.157,1
2024-03-23,S022,beverages,C8383,discount,0.068,0
2024-04-09,S022,beverages,C3053,discount,0.229,0
2024-04-12,S022,beverages,C3684,discount,0.306,0
2024-04-13,S022,beverages,C7598,discount,0.187,1
2024-04-22,S022,beverages,C1066,bundle,0.104,0
2024-04-30,S022,beverages,C3302,bundle,0.291,0
2024-05-06,S022,beverages,C7438,coupon,0.158,0
2024-05-07,S022,beverages,C5710,discount,0.173,0
2024-05-26,S022,beverages,C5333,discount,0.248,1
2024-05-27,S022,beverages,C4727,bundle,0.221,1
2024-06-02,S022,beverages,C3968,discount,0.201,0
2024-06-05,S022,beverages,C1323,free_delivery,0.195,0
2024-06-10,S022,beverages,C1875,bundle,0.111,0
2024-06-18,S022,beverages,C1574,bundle,0.223,0
2024-06-19,S022,beverages,C2757,coupon,0.215,0
2024-06-25,S022,beverages,C2108,coupon,0.113,0
2024-06-29,S022,beverages,C6345,discount,0.116,0
2024-07-17,S022,beverages,C6051,free_delivery,0.089,1
2024-07-25,S022,beverages,C6906,discount,1.2,0
2024-08-03,S022,beverages,C4573,discount,0.225,1
2024-08-12,S022,beverages,C1630,free_delivery,0.151,1
2024-08-16,S022,beverages,C1702,discount,0.125,0
2024-08-20,S022,beverages,C1171,discount,0.216,0
2024-09-07,S022,beverages,C3249,bundle,0.209,1
2024-09-09,S022,beverages,C5771,free_delivery,0.126,0
2024-09-13,S022,beverages,C7358,discount,0.121,1
2024-09-21,S022,beverages,C6598,bundle,0.099,1
2024-10-03,S022,beverages,C5603,discount,0.05,1
2024-10-04,S022,beverages,C9078,discount,0.174,0
2024-10-06,S022,beverages,C8524,free_delivery,0.225,0
2024-10-10,S022,beverages,C6799,coupon,0.232,0
2024-10-13,S022,beverages,C2299,free_delivery,0.165,0
2024-10-16,S022,beverages,C8239,bundle,0.148,0
2024-10-20,S022,beverages,C6800,bundle,0.187,0
2024-10-27,S022,beverages,C9328,bundle,0.256,0
2024-10-28,S022,beverages,C6199,bundle,0.366,0
2024-11-06,S022,beverages,C9790,coupon,0.266,0
